onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
29.47	n/a	14735	seqLearning_start	91	n/a	n/a	8
35.74	n/a	17870	learningBlock_1	31	n/a	n/a	8
35.762	n/a	17881	dot_no1_ON	11	n/a	n/a	8
36.35	n/a	18175	dot_no1_OFF	21	n/a	n/a	8
37.67	n/a	18835	dot_no6_ON	16	n/a	n/a	8
38.25	n/a	19125	dot_no6_OFF	26	n/a	n/a	8
39.57	n/a	19785	dot_no4_ON	14	n/a	n/a	8
40.15	n/a	20075	dot_no4_OFF	24	n/a	n/a	8
41.47	n/a	20735	dot_no2_ON	12	n/a	n/a	8
42.05	n/a	21025	dot_no2_OFF	22	n/a	n/a	8
43.37	n/a	21685	dot_no7_ON	17	n/a	n/a	8
43.95	n/a	21975	dot_no7_OFF	27	n/a	n/a	8
45.27	n/a	22635	dot_no3_ON	13	n/a	n/a	8
45.85	n/a	22925	dot_no3_OFF	23	n/a	n/a	8
47.17	n/a	23585	dot_no8_ON	18	n/a	n/a	8
47.75	n/a	23875	dot_no8_OFF	28	n/a	n/a	8
49.07	n/a	24535	dot_no5_ON	15	n/a	n/a	8
49.65	n/a	24825	dot_no5_OFF	25	n/a	n/a	8
50.97	n/a	25485	dot_no2_ON	12	n/a	n/a	8
51.55	n/a	25775	dot_no2_OFF	22	n/a	n/a	8
52.87	n/a	26435	dot_no7_ON	17	n/a	n/a	8
53.45	n/a	26725	dot_no7_OFF	27	1-6-2-4-3-7-3-8-5-6	1-6-4-2-7-3-8-5-2-7	8
88.51	n/a	44255	learningBlock_2	32	n/a	n/a	8
88.52	n/a	44260	dot_no1_ON	11	n/a	n/a	8
89.098	n/a	44549	dot_no1_OFF	21	n/a	n/a	8
90.418	n/a	45209	dot_no6_ON	16	n/a	n/a	8
90.998	n/a	45499	dot_no6_OFF	26	n/a	n/a	8
92.318	n/a	46159	dot_no4_ON	14	n/a	n/a	8
92.898	n/a	46449	dot_no4_OFF	24	n/a	n/a	8
94.22	n/a	47110	dot_no2_ON	12	n/a	n/a	8
94.798	n/a	47399	dot_no2_OFF	22	n/a	n/a	8
96.118	n/a	48059	dot_no7_ON	17	n/a	n/a	8
96.698	n/a	48349	dot_no7_OFF	27	n/a	n/a	8
98.018	n/a	49009	dot_no3_ON	13	n/a	n/a	8
98.598	n/a	49299	dot_no3_OFF	23	n/a	n/a	8
99.918	n/a	49959	dot_no8_ON	18	n/a	n/a	8
100.498	n/a	50249	dot_no8_OFF	28	n/a	n/a	8
101.818	n/a	50909	dot_no5_ON	15	n/a	n/a	8
102.398	n/a	51199	dot_no5_OFF	25	n/a	n/a	8
103.718	n/a	51859	dot_no2_ON	12	n/a	n/a	8
104.298	n/a	52149	dot_no2_OFF	22	n/a	n/a	8
105.618	n/a	52809	dot_no7_ON	17	n/a	n/a	8
106.198	n/a	53099	dot_no7_OFF	27	1-5-3-2-4-8-7-6-8-8	1-6-4-2-7-3-8-5-2-7	8
126.75	n/a	63375	learningBlock_3	33	n/a	n/a	8
126.758	n/a	63379	dot_no1_ON	11	n/a	n/a	8
127.338	n/a	63669	dot_no1_OFF	21	n/a	n/a	8
128.66	n/a	64330	dot_no6_ON	16	n/a	n/a	8
129.238	n/a	64619	dot_no6_OFF	26	n/a	n/a	8
130.558	n/a	65279	dot_no4_ON	14	n/a	n/a	8
131.138	n/a	65569	dot_no4_OFF	24	n/a	n/a	8
132.458	n/a	66229	dot_no2_ON	12	n/a	n/a	8
133.038	n/a	66519	dot_no2_OFF	22	n/a	n/a	8
134.358	n/a	67179	dot_no7_ON	17	n/a	n/a	8
134.938	n/a	67469	dot_no7_OFF	27	n/a	n/a	8
136.258	n/a	68129	dot_no3_ON	13	n/a	n/a	8
